Tweet,id,date,source,likes,retweets,sentiment
@JonathanTurley @JMo2221 Maybe you should think about what you say! We have seen video proof of you saying the exact opposite at Clinton's impeachment hearings as you did at tRUmp's! Might try to be a little more consistent in your testimony! tRUmp has done far worse than lying about a consensual BJ!,1203439752294342659,2019-12-07 22:22:50,Twitter Web App,0,0,0.0732142857142857
@putinsgay 😀😀😀😀 Trump called them to the White House a couple weeks ago they will vote No impeachment.,1203439745348620288,2019-12-07 22:22:48,Twitter for Android,0,0,0.0
"Trump just assured his own impeachment
https://t.co/siXT5iFAVY",1203439742357889024,2019-12-07 22:22:48,Twitter Web App,0,0,0.6
Team Trump wants to steal another election: Impeachment is how to beat them https://t.co/oQaxYy8t80,1203439731629051904,2019-12-07 22:22:45,Twitter Web Client,0,0,0.2
"@teamfrazzled @peacetown @kyledcheney Dems case is so iron clad, they are now pivoting back to Russia Russia Russia. LOL! Absolute clown show.

https://t.co/k7uHmXOeMS",1203439697017606148,2019-12-07 22:22:37,Twitter Web App,0,0,0.3333333333333333
Trump just assured his own impeachment https://t.co/cqMBG1iB5D,1203439688914063365,2019-12-07 22:22:35,Twitter Web Client,0,0,0.6
"#PoliticsNation @gglightbulb Touche’ @MsTaraDowdell! There needs to. a REVIEW &amp; airing of the dirty, UNRELENTING doings of Donald Trump—esp before the Senate impeachment trial (which I think will be heading that way)!",1203439683025305600,2019-12-07 22:22:33,Twitter for iPhone,0,0,-0.6
https://t.co/L6MobJ7PsX,1203439673256955905,2019-12-07 22:22:31,Twitter for Android,0,0,0.0
"Do you think giving the Senate an anonymous vote would HELP remove Trump from office, or Hinder the process? https://t.co/pxi0xmSYRi",1203439652448821248,2019-12-07 22:22:26,Twitter for Android,0,0,0.0
Trump impeachment inquiry: House judiciary committee releases report | Trump impeachment inquiry | The Guardian https://t.co/fHh6aQ2kf0,1203439636862980096,2019-12-07 22:22:22,Hootsuite Inc.,0,0,0.0
"@ricarascal @troutfman @BS_2_U_2 @Ibrahim18539926 @realDonaldTrump That was during the Clinton impeachment, and those were real crimes.

Trump?I would bet two bits &amp; an organ grinder's monkey you haven't read the transcript. Because if you had you would see that he was talking about the country having been put through 2.5 yrs of bs with mueller.",1203439621692182528,2019-12-07 22:22:19,Twitter for Android,0,0,0.07500000000000001
"@BeachPretzel2 If Trump says that Giuliani wants to testify, it means that he will NOT testify.
It's a completely made-up story (as usual) &amp; results from wishful thinking.
Namely that Giuliani is the hero who's going to rescue him from the shackles of the impeachment threat and exonerates him.",1203439606529712130,2019-12-07 22:22:15,Twitter for Android,0,0,0.01666666666666668
"Trump just lied about Republicans not being allowed to ask questions during today’s impeachment hearing.

Republicans asked many questions. https://t.co/4KIWdDeDpa",1203439602268278789,2019-12-07 22:22:14,The Social Jukebox,0,0,0.5
Maddow destroys ‘bad faith’ complaints about impeachment from Republican Trump supporters | Raw Story https://t.co/yqG2ZjmFuN via rawstory,1203439570739769345,2019-12-07 22:22:07,Twitter Web App,1,0,-0.4653846153846153
@DanHenninger @realDonaldTrump Retweeting old news old man? I heard Trump is worried. He should be!! https://t.co/Ov0Knzfhs0,1203439546005934082,2019-12-07 22:22:01,Twitter for Android,0,0,0.1
"Beginning to think Andrew Yang could be right: This #Impeachment thing looks like a real loser for the Dems

https://t.co/XdjqyBNhNr",1203439538988822528,2019-12-07 22:21:59,Twitter Web Client,0,0,0.24285714285714285
"@dmccue69 @hughhewitt 3/ In case people still don't understand that, just because a statement does not say that Trump did not commit a crime does not mean it says Trump did. A statement can take no position on that, like when Lindsey pointed out during Clinton's impeachment that no crime is required.",1203439530134528000,2019-12-07 22:21:57,Twitter Web App,0,0,0.15625
"500 legal scholars say “There is overwhelming evidence that President Trump betrayed his oath of office.. Conduct need not be criminal to be impeachable. Impeachment is a remedy for grave abuses of the public trust"" https://t.co/JnR1Qe7f52",1203439529627148291,2019-12-07 22:21:57,Bitly,0,1,0.07499999999999998
"@parscale @DonaldJTrumpJr @realDonaldTrump Correction: THE OBAMA ECONOMY is still chugging along! The tRUMP crime family is COMMITTING HIGH CRIMES AND MISDEMEANORS! 
IMPEACHMENT AND PRISON FOR THE CRIMINALS WHO ARE TEMPORARILY OCCUPYING THE WH!!! https://t.co/3AotMemeaW",1203439524270886915,2019-12-07 22:21:56,Twitter for iPhone,0,0,0.16
"#Impeachment has spun out and crashed!

#ToiletTrump 
#toiletgate 
#Trump2020 

https://t.co/cUWaAO017S",1203439482655199233,2019-12-07 22:21:46,Twitter Web App,2,1,0.0
@EliLake @TomFitton lol looks like many democrat politicians don’t support impeachment  they won’t vote as independents race towards Trump #Trump2020Landslide,1203439472400117762,2019-12-07 22:21:43,Twitter for iPhone,0,0,0.65
“Impeachment isn’t going to stop Trump’s crime wave. The corruption will only end when this president loses the 2020 election and leaves office.” https://t.co/cx8TtqMAPA,1203439460714721280,2019-12-07 22:21:40,Twitter for iPhone,0,0,-0.15
One Of America’s Largest Newspapers Drops Editorial Bomb On Trump By Endorsing Impeachment https://t.co/rSUmtIyvh3,1203439451613155328,2019-12-07 22:21:38,Twitter for iPhone,1,1,0.0
Trump just assured his own impeachment - The Washington Post https://t.co/ryX0OusEMF,1203439449717133312,2019-12-07 22:21:38,Twitter for iPhone,0,0,0.6
"Just take the obvious obstruction of justice charge. Trump dismissed all requests for witness testimony and documents lawfully requested by congress, going as far back as the Mueller investigation. He’s not above the law and this is just one potential Article of Impeachment. https://t.co/dvGvbhwshM",1203439448861466625,2019-12-07 22:21:38,Twitter for iPhone,0,0,0.016666666666666666
Trump hails himself 'greatest of all presidents' as Democrats meet to prepare impeachment charges. Bill Clinton is my Favorite President but this guy isn’t even in my top 30  https://t.co/mKkuL9Y205,1203439441693552642,2019-12-07 22:21:36,Twitter for iPhone,0,0,0.6666666666666666
"Pelosi guaranteed the world that Trump would not be President again.
Here is why that was and is. Pro QUO
If i hated LOSING negotiations with TRUMP
AS WORLD LEADERS HATE HIS TARIFFS and
Pelosi walked in my office https://t.co/oH93r5ZUic",1203439424798806016,2019-12-07 22:21:32,Twitter for Android,0,0,-0.8500000000000001
"@Diana13042694 @atrupar @realDonaldTrump Yes, I remember that. JMHO, but if there were any actual evidence of the claims that Rudy &amp; Trump make, we would have seen it by now. For that matter, why hasn’t Trump asked Rudy to testify &amp; present his evidence to the one of the impeachment committees?",1203439422856937472,2019-12-07 22:21:31,Twitter for iPhone,0,0,0.0
"@MattWolking Nowhere does it say that Trump didn't commit a crime. Just that ""you can't prove I committed a crime"" isn't a legal defense against impeachment.",1203439399914135557,2019-12-07 22:21:26,Twitter for Android,0,0,0.2
#Satrudaythoughts Nixon and Trump Impeachment Gallup Polls Compared https://t.co/92alG9jSfm,1203439392158674944,2019-12-07 22:21:24,Twitter Web App,0,0,0.0
"It's nothing but comical how they continue to act as if Trump is trying to cheat to get reelected when it's the democrats who have done it in 2016 and trying to help a corrupt biden free 
Trump impeachment inquiry: House judiciary committee releases report https://t.co/Z2vXbsbeu4",1203439307127754752,2019-12-07 22:21:04,Twitter for Android,0,0,0.13333333333333333
https://t.co/PPP3I21zxf,1203439281404088320,2019-12-07 22:20:58,Twitter for Android,0,0,0.0
"White House Declines to Be Involved in House Impeachment Inquiry, and That’s a Big Opportunity for Brands https://t.co/2vJun5Po68",1203439259920863232,2019-12-07 22:20:53,brand news 12,0,0,0.0
"Some people needs to retire from Democrat House👇🏽

Here We Go... Democrat Al Green Says Trump Impeachment Needed to Deal with Slavery ...WTH? (Video) https://t.co/x4toEKibR7 via @gatewaypundit",1203439253004472321,2019-12-07 22:20:51,Twitter for iPad,0,0,-0.2
"December 6, 2019: Newt Gingrich argues ""You shouldn't impeach trump 'so close to Christmas.'"" 

December 19, 1998: Newt Gingrich leads the impeachment of President Bill Clinton. https://t.co/W9RB5FkzB0",1203439250386997248,2019-12-07 22:20:50,Twitter for Android,0,0,0.0
"Pamela Karlan who can't walk on the same side of the street as the Trump Hotel once said 'conservative people, tend to spread out more, perhaps because they don't even want to be around themselves.' This is who democrats think is an impartial 'witness' in an impeachment hearing.",1203439225980563458,2019-12-07 22:20:44,Twitter Web App,0,0,0.25
"House report on Trump impeachment points to abuse, bribery, corruption https://t.co/y7JuIfn9CQ https://t.co/7O9Jiscsfh",1203439208611897344,2019-12-07 22:20:40,SocialFlow,2,0,0.0
Democrats Doctored Video of Trump Used During Impeachment Hearing https://t.co/jV64b2z6s9,1203439207060033538,2019-12-07 22:20:40,Twitter for iPhone,0,0,0.0
@seanhannity @GreggJarrett I demand the removal of every Democrat that has done nothing applying to their jobs since Trump has been elected. And wasted millions of tax payers dollars on this bogus impeachment based election tampering effort.,1203439205369729024,2019-12-07 22:20:40,Twitter for Android,0,0,-0.2
Trump just assured his own impeachment https://t.co/T50otB9FT8,1203439193533358083,2019-12-07 22:20:37,Twitter for iPad,0,0,0.6
"John Sipher says Trump &amp; Giuliani have given the Russians ammunition to use in an overt or covert fashion or to twist  information, &amp; the Kremlin likely knows more about those conversations than impeachment investigators. #AskPreet #OnTopic Possible article of impeachment?",1203439191704518656,2019-12-07 22:20:36,Twitter Web App,0,0,0.16666666666666666
TV (MSNBC): CAC's Elizabeth Wydra Discusses Trump Impeachment on Hardball with Chris Matthews | Constitutional Accountability Center https://t.co/58xnqIFx0h,1203439185769762817,2019-12-07 22:20:35,Bitly,0,0,-0.1
@RepMarkMeadows 2020: AMERICANS MUST BE WISE &amp; TRUST 2016 INTEL/SENATE EVIDENCE ON RUSSIA/WIKILEAKS HACKING TO ELECT TRUMP/GOP! OUR DEMOCRACY IS HANGING ON A FRAGILE CORD! WHO WILL PICK AMERICAS NEXT PRESIDENT? RUSSIA/CHINA (In Cahoots with Trump &amp; Republicans) OR US? https://t.co/GRmmqPx4lj,1203439179952201733,2019-12-07 22:20:33,Twitter for iPhone,0,0,0.375
@SaraCarterDC @STrump11 Schithead in charge of Trump Impeachment...AOC in charge of House.,1203439166488489998,2019-12-07 22:20:30,Twitter for iPad,0,0,0.0
Here We Go... Democrat Al Green Says Trump Impeachment Needed to Deal with Slavery ...WTH? (Video) https://t.co/WrU5BqtpNO via @gatewaypundit,1203439164978581504,2019-12-07 22:20:30,Twitter for iPhone,0,0,-0.2
@realDonaldTrump Boston to Los Angeles.  We are spanning the country.  Come on other big time news editorials jump on the trump impeachment train.  We will cheer for you. https://t.co/Um80XB4NGP,1203439156107661317,2019-12-07 22:20:28,Twitter Web App,0,0,-0.0625
https://t.co/NBdmM08dai,1203439146007580672,2019-12-07 22:20:25,Twitter for Android,0,0,0.0
"Los Angeles Times editorial board demands Trump impeachment now, says ""gross abuse of power is the business of Congress"" https://t.co/jrdwggGxda",1203439138332172288,2019-12-07 22:20:24,Global Analytica,0,0,0.0
@RepMattGaetz 2020: AMERICANS MUST BE WISE &amp; TRUST 2016 INTEL/SENATE EVIDENCE ON RUSSIA/WIKILEAKS HACKING TO ELECT TRUMP/GOP! OUR DEMOCRACY IS HANGING ON A FRAGILE CORD! WHO WILL PICK AMERICAS NEXT PRESIDENT? RUSSIA/CHINA (In Cahoots with Trump &amp; Republicans) OR US? https://t.co/GRmmqPx4lj,1203439120644759552,2019-12-07 22:20:19,Twitter for iPhone,0,0,0.375
@renato_mariotti There is no danger Trump will be consulting any impeachment scholars.,1203439105159442432,2019-12-07 22:20:16,Twitter Web App,0,0,0.0
One Of America’s Largest Newspapers Drops Editorial Bomb On Trump By Endorsing Impeachment https://t.co/nxATX3fLdd,1203439075400790016,2019-12-07 22:20:09,Twitter for iPhone,0,0,0.0
‘We’ve seen enough’: LA Times board announces backing for Trump impeachment https://t.co/jguzgoLRge via @Yahoo,1203439049039654918,2019-12-07 22:20:02,Twitter Web Client,0,0,0.0
"@dollahollayo @JakeSherman 2/ Furthermore, Clinton didn't lie about anything that had to do with his *conduct in office as president.*  He lied about a consensual adult affair and many sympathized.

The Trump impeachment is *all about* Trump's conduct in office.",1203439022883954689,2019-12-07 22:19:56,Twitter Web App,0,0,0.3
@matthewjdowd @Wahrhaftig Three swing  states Trump won in 2016 he's 55% unfavorable... 11 months prior to the election... Yes democrats... keep up the impeachment...,1203439006744055809,2019-12-07 22:19:52,Twitter Web App,0,0,0.0
@BillKristol Trump and Rudy just don’t know what’s good for them. You would think that Rudy  would think before  jumping back into the frying pan. Trump is so desperate he will do anything to stop this impeachment hearing from going forward.,1203438981398122496,2019-12-07 22:19:46,Twitter for iPhone,0,0,0.033333333333333326
"@Paul_VanDerMeer Maybe if the vote is secret, some of the spineless republicans will vote for impeachment. That would drive Trump crazy trying to figure out who voted against him.",1203438977170190336,2019-12-07 22:19:45,Twitter for iPhone,0,0,-0.5
Trump hails himself 'greatest of all presidents' as Democrats meet to prepare impeachment charges https://t.co/Iyu2eSGpiL,1203438966264999937,2019-12-07 22:19:43,Twitter Web Client,0,0,1.0
One Of America’s Largest Newspapers Drops Editorial Bomb On Trump By Endorsing Impeachment https://t.co/kqkwKKwoIT,1203438964130144257,2019-12-07 22:19:42,Twitter for iPhone,0,0,0.0
Trump Impeachment Inquiry: Democrats’ Vague ‘Abuse of Power’ Standard | National Review https://t.co/EtD9RtyyQy,1203438960598368256,2019-12-07 22:19:41,Twitter for iPhone,0,0,-0.25
@brithume This isn’t impeachment. This is a Treasonous Fraud. It would be a joke if Dems weren’t damaging the country so badly w their hate &amp; treason.  God Bless our jobs &amp; prosperity President Trump.  All these criminal treasonous Dems belong in Prison. @DNC @GOP @foxnewspolitics @CNN,1203438957796589568,2019-12-07 22:19:41,Twitter for iPhone,0,0,-0.6333333333333333
"Some 520-plus legal scholars said in an open letter that urges Dumbshit Trump's impeachment that ""conduct need not be criminal to be impeachable.” https://t.co/2SE9dToO10",1203438956173508608,2019-12-07 22:19:40,Twitter for iPhone,0,0,-0.06666666666666667
@CRAMSV Para ella el impeachment a Trump que será?,1203438955989012486,2019-12-07 22:19:40,Twitter for Android,1,0,0.0
"Trump on shooting, impeachment, prisoner exchange https://t.co/Qn38qGz4Zw #25thAmendmentNow #ImpeachTrump #TheResistance",1203438926637105152,2019-12-07 22:19:33,dlvr.it,0,1,0.0
LA Times Calls for Trump's Impeachment https://t.co/ICUBLRm7jr,1203438923139014657,2019-12-07 22:19:32,dlvr.it,0,0,0.0
One Of America's Largest Newspapers Drops Editorial Bomb On Trump By Endorsing #Impeachment https://t.co/d95S9ZW3g6 via @politicususa,1203438916810027008,2019-12-07 22:19:31,Twitter Web Client,5,6,0.0
‘He’s going down’: Trump impeachment defense shredded as Ukraine still missing key funding https://t.co/sxjbS05nEs via @msnbc,1203438907850940418,2019-12-07 22:19:29,Twitter Web Client,0,0,-0.11851851851851854
"@seanhannity @GreggJarrett It's so beyond impeachment.

Trump is in 25th Amendment REMOVAL territory now.

Yesterday, his declaration of a toilet-flushing crisis.

Today, he decries laws that allow babies to be BORN in the NINTH MONTH.

#Unfit #Unstable #Dangerous #Dotard

https://t.co/dtFPu9Pt8l",1203438905007230976,2019-12-07 22:19:28,Twitter Web App,0,0,-0.31666666666666665
"@kylegriffin1 Nadler: ""President Trump abused his power (OTHER HIGH CRIMES &amp; MISDEMEANORS), betrayed our national security (TREASON), and corrupted our elections, all for personal gain (BRIBERY). . . 
 A trifecta worthy of impeachment, conviction, removal and bar for life",1203438888540241920,2019-12-07 22:19:24,Twitter Web App,0,0,0.09208333333333332
Here We Go... Democrat Al Green Says Trump Impeachment Needed to Deal with Slavery ...WTH? (Video) https://t.co/KCQU1NDCxe via @gatewaypundit,1203438865924554753,2019-12-07 22:19:19,Twitter Web App,5,4,-0.2
This Impeachment Is Different-and More Dangerous via @POLITICO for iOS https://t.co/VFto9RLKow https://t.co/FWnensX27J,1203438842788757504,2019-12-07 22:19:13,Twitter for iPhone,0,1,-0.033333333333333326
"Democrats need to smarten up and quit while they are riding high which is when the majority believe that Trump is in it for himself and his family.
https://t.co/1WY5zjhGOg",1203438837344555008,2019-12-07 22:19:12,Twitter Web App,0,0,0.16
"Still like Dean’s idea basically holding impeachment over you know who’s head for at least most of the election cycle.

Trump's Senate trial may not be the circus he is expecting. It'll probably be even worse https://t.co/5RZzF2MRJz",1203438830948192256,2019-12-07 22:19:10,Twitter for iPad,0,0,-0.06666666666666667
"Hopefully, Trump will be flushed out either by the Senate Impeachment Trial or the Presidential election! https://t.co/B8oPsjOSZD",1203438801495810048,2019-12-07 22:19:03,Twitter Web App,0,0,0.0
@realDonaldTrump @Forbes 2020: AMERICANS MUST BE WISE &amp; TRUST 2016 INTEL/SENATE EVIDENCE ON RUSSIA/WIKILEAKS HACKING TO ELECT TRUMP/GOP! OUR DEMOCRACY IS HANGING ON A FRAGILE CORD! WHO WILL PICK AMERICAS NEXT PRESIDENT? RUSSIA/CHINA (In Cahoots with Trump &amp; Republicans) OR US? https://t.co/GRmmqPx4lj,1203438779945693188,2019-12-07 22:18:58,Twitter for iPhone,0,0,0.375
GOP embraces a debunked #UkraineConspiracy. The party of Trump has truly gone off the deep end. https://t.co/VMcMRSRfiE @WashingtonPost,1203438773545160704,2019-12-07 22:18:57,Twitter Web Client,0,0,0.0
@realDonaldTrump Trump chooses to represent  himself during the impeachment trial. What could go wrong? https://t.co/RQ1ZRlJtjW,1203438706222342146,2019-12-07 22:18:41,Twitter for Android,0,0,-0.5
"@TheFinnBot @sh_irredeemable @JudahTheHammer @DevinNunes @TuckerCarlson @SpeakerPelosi @RepAdamSchiff If you support investigating Hunter Biden and Burisma, then what's the problem?
Why is it whenever Trump asks for anything to be investigated, he's threatened with impeachment. But under Obama, launching an investigation into Trump was perfectly acceptable, even mandatory.",1203438699838611457,2019-12-07 22:18:39,Twitter Web App,1,0,1.0
https://t.co/r3YAr9CmKm,1203438698970439680,2019-12-07 22:18:39,Twitter Web App,0,0,0.0
"Trump on shooting, impeachment, prisoner exchange https://t.co/X4ADvFmUlU via @YouTube",1203438697707909121,2019-12-07 22:18:39,Twitter for iPhone,0,0,0.0
"So grateful for #NewSchool Professor @Susanshapironet and editor, Holly Baxter @h0llyb4xter at the @Independent for publishing  my op-ed on #Zelensky and #Ukraine. Thank you for making my first clip possible. 💙💛 @NewSchoolWrites 

https://t.co/5D5fDji6xu",1203438696491556865,2019-12-07 22:18:38,Twitter for iPhone,0,0,0.125
"So you know Trump is going to commit more crimes once he's found innocent of the Articles of Impeachment. Just know that the Repugnantcants in the House and Senate who let him off the hook won't soon be forgiven or forgotten. What goes around, comes around.",1203438692624470018,2019-12-07 22:18:37,Twitter Web App,0,0,0.5
"@PMPAnalogyKing @WWorld2019 @jamiegboro @handyc7 @washingtonpost November 2020 will be shocking once again to you folks, trying to break it to you easy. It will be a landslide victory for Trump. It will not be close. Pelosi knew this going into this mess that was started in congress. She'll try to use this impeachment all year long.",1203438626144690177,2019-12-07 22:18:21,Twitter for Android,0,0,-0.19791666666666669
House Dems refresh Nixon-era impeachment report for Trump via @POLITICO for iOS https://t.co/7CDyLdYv4O https://t.co/lDXRQhVJQ4,1203438594272055296,2019-12-07 22:18:14,Twitter for iPhone,0,0,0.0
"Who gets to pick the next president of the United States — President Trump, Ukraine, Russia or us? https://t.co/boGdIGlOHQ",1203438580955258887,2019-12-07 22:18:11,Twitter for iPhone,1,0,0.0
Trump impeachment inquiry: House judiciary committee releases report https://t.co/4KnWHpWHLU,1203438550412386307,2019-12-07 22:18:03,Twitter for iPhone,0,0,0.0
"Jonathan Turley 'inundated with threatening messages' after testimony opposing Trump impeachment 

The Tolerant Left on full display here.........

https://t.co/yk8ulehlK0 #FoxNews",1203438463590322177,2019-12-07 22:17:43,Twitter Web Client,1,0,0.175
Impeachment witness professor Pamela Karlan: President Trump must be held to account |  https://t.co/q1PY32SoAp,1203438456334168066,2019-12-07 22:17:41,Twitter Web Client,0,0,0.0
"If Congress fails to hold the president accountable for the Ukraine scheme, there will be no way to prevent the future harm of a corrupted election. https://t.co/boGdIGlOHQ",1203438454710951936,2019-12-07 22:17:41,Twitter for iPhone,0,0,-0.25
"At the very least, an interesting read. 
https://t.co/7ihlexVQOH",1203438438235529216,2019-12-07 22:17:37,Twitter Web App,0,0,0.05499999999999999
"@FOBowman3 @rossgarber just want to say a big thank you for people like you who are making the impeachment argument. I was unsure that Trump would win in 2020 but as the Dems continue to be drawn to impeachment like lemmings to a cliff, I am confident he will win and win big. it couldn’t be more unfair",1203438410981167113,2019-12-07 22:17:30,Twitter for iPhone,0,0,0.36250000000000004
"@sonnje “#Horowitz’s report, says USA Today, is “expected to conclude the #FBI was justified in launching its two-year #inquiry into the #Trump campaign and possible ties to #Russian interference in the 2016 presidential #election.” #Impeachment #MichaelHorowitz #DOJ #Barr #Election2020",1203438387732058118,2019-12-07 22:17:25,Twitter for iPad,0,0,0.07500000000000001
"AP News
""Trump on shooting, impeachment, prisoner exchange"" on YouTube
https://t.co/VfESZFzUX2",1203438350625058817,2019-12-07 22:17:16,Twitter for Android,0,0,0.0
@axios President Trump start an impeachment on all of congress due to them taking vacations in our money and getting paid to work while they wast taxpayers money on such mess as going on in congress right now we stand with you,1203438328525266944,2019-12-07 22:17:10,Twitter for iPhone,0,0,-0.0035714285714285726
Here We Go... Democrat Al Green Says Trump Impeachment Needed to Deal with Slavery ...WTH? (Video) https://t.co/3g0b32X8Nb via @gatewaypundit,1203438309151657984,2019-12-07 22:17:06,Twitter Web App,0,0,-0.2
