Tweet,id,date,source,likes,retweets,sentiment
@ChroniclesNate @TopoChicoUSA Finally making its way into DC metro areas. https://t.co/KJU07oR7pt,1203340927214989312,2019-12-07 15:50:08,Twitter for iPhone,1,0,0.0
"Wow! Everyone is here to meet @dc_mma! Come on down 6039 Leesburg Pike now! Free Phones, Tablets, and 2-Division Former Champ Daniel Cormier!
@ToddCEmetro @CruzMetro1 @metro_bp @MattFatemi @AnneDebremond @Capt_Kirk43 https://t.co/vtOqdAEA39",1203337686934867970,2019-12-07 15:37:16,Twitter for Android,4,0,0.08611111111111111
"@RevGrey $250, charming attic in Takoma Park, 2 mi N of DC line, 1973 (before the Metro).",1203332700507123714,2019-12-07 15:17:27,Twitter Web Client,1,0,0.7
"@dropthebleet Real estate n DC metro&amp;Northern Virginia,including Arlington&amp;Alexandria,5-10 mins. from DC proper, where Amazon HQ 2 is located,usually ranks in top 5 most expensive COL areas,along w/NYC. Clearly Kenny, u just blindly regurgitate talking points u like, devoid of facts&amp;knowledge.",1203325604281671682,2019-12-07 14:49:15,Twitter for iPhone,0,0,-0.005555555555555564
Bye DC!! Taking the metro was fun 😂,1203321396698501122,2019-12-07 14:32:32,Twitter for iPhone,0,0,0.3
"Okay, so my only complaint about #CommandFestDC in doing my planning is a venue so completely inaccessible from DC. Which is to say being well outside of what's anywhere near reasonable metro access.

Morning travel to get there is a lot less horrifying than trying to get home.",1203318451420442624,2019-12-07 14:20:50,Twitter Web App,0,0,-0.05185185185185184
"@XisDifferent Yeah, one of the longest in DC Metro",1203314463820197889,2019-12-07 14:04:59,Twitter Web App,0,0,0.0
"Trying to get a decent team photo is just like when I try to take a good family photo. There’s always someone not cooperating! 🤣 love my DC Metro team!  

Happy Holidays! https://t.co/FcM7SHcRSf",1203310716582858753,2019-12-07 13:50:05,LinkedIn,0,0,0.5416666666666667
So excited to review Deaf Culture and the ways we can better serve the community with @TreTheSprintGUY and his team here in @metro_sprint! Come see this awesome group in the heart of DC! #SprintFam #SprintAccessibility @MidAtlMonsters @ChappySprint https://t.co/vUxIXOZqt7,1203303584496009218,2019-12-07 13:21:45,Twitter for iPhone,16,1,0.625
Metro Dc คือดีสะอาดตรงเวลา โอ้โหเมืองหลวงที่แท้ทรู,1203301490523164672,2019-12-07 13:13:26,Twitter for iPhone,0,0,0.0
"Business Networking Mastered (Balto Metro), Dec 12 @ DC Dental, https://t.co/BAn6WZ2lBw #Baltimore_Metro_Events #Networking",1203293000635428864,2019-12-07 12:39:42,TimelyCalendarApp-Frederick,0,0,0.0
"Bethesda Tipclub Business Networking Event (DC Metro), Dec 12 @ La Madeleine Country French Café, https://t.co/jGKzrYgUT3 #DC_Metro_Events",1203292998920032258,2019-12-07 12:39:41,TimelyCalendarApp-Frederick,0,0,0.0
Curious about new concepts for the Washington DC Metro? https://t.co/wdaNMgXr5u  Here’s the background you need: https://t.co/ZbjXtdKI9N #publictransit #infrastructure https://t.co/IKZpncn89T,1203290016467881984,2019-12-07 12:27:50,TweetDeck,3,1,0.018181818181818174
"@wbznewsradio HEY, @WBZNEWSRADIO! this is from ""metrorail info"" and is about the metro in washington dc.  this is not from the mbta. clues include: #wmata, yellow line, etc.",1203281489682554880,2019-12-07 11:53:57,Twitter Web App,1,0,0.0
"Last night, a man was shot and killed at the Metro. It marks the 159th murder this year by guns in DC. So scary",1203276474993664001,2019-12-07 11:34:02,Twitter for iPad,0,0,-0.2333333333333333
"@JulieHamill If you come over to Washington DC and ride the Metro, they don’t allow any eating...  It’s really rare to see anyone sneaking food on there.",1203266353291038721,2019-12-07 10:53:48,Twitter for iPhone,1,0,0.3
"@MonstermashKen interviews one of our favorite ladies - Peggy Holmes, from the DC Metro Booster club! Give her a listen #RaiderNation!!! 
•••••
#CNPN #FightLikeAGirl #SeriouslyBro #KillerLady https://t.co/vLX6QCMM6F",1203258989607182336,2019-12-07 10:24:33,Twitter for Android,2,0,0.5
"Metro Looks At Building New Lines To Address Tunnel Congestion, But What’s Realistic?: https://t.co/WL9Y5HOvvw #WMATA #Transit #WashingtonDC #Transportation #DCMetro",1203223209669062656,2019-12-07 08:02:22,IFTTT,1,1,0.1515151515151515
"Micro units are a “big” thing in metro cities across the country.....NYC, LA, DC, Providence, Seattle, Boston, Cambridge....etc. They’re mostly geared to students.... https://t.co/eAzcysQYAK",1203211322449629184,2019-12-07 07:15:08,Twitter for iPhone,0,0,0.25
@SallyAlbright Sold condo in DC.  So 90-10 in NYC Metro vs DC,1203209737497698304,2019-12-07 07:08:50,Twitter for iPhone,1,0,0.0
Is there anything more DC than a drag queen and a law student studying for finals next to each other on the metro?? Ft. Photo from my second time sitting next to this specific drag queen on public transit https://t.co/zEu7woV4vE,1203204212328456192,2019-12-07 06:46:53,Twitter for iPhone,2,0,0.019444444444444445
@alamort I still find it crazy the that the first train of the day to the airport leaves the terminal at 03:25am. Not even DC's metro leaves that early.,1203192832120565763,2019-12-07 06:01:40,Flamingo for Android,1,0,-0.08333333333333333
"@eatingb00ks I feel like gloves on the metro/subway need to become a thing because, I have seen far too many people in DC during flu season sneeze into their hands and then touch the poles.",1203173764013445121,2019-12-07 04:45:53,Twitter Web App,0,0,0.3
"@coreyholman @WHands80 @TrafficEnginerd The Benning Rd Pepco site has previously been seriously considered for new FBI
 headquarters and for a new sports stadium.  Its metro and streetcar accessible waterfront property. To turn it into helipad would be a travesty 

@NE_DC_11 @KingmanPark @rcoomber @BlairTamara",1203173548484972544,2019-12-07 04:45:02,Twitter for Android,1,0,0.02954545454545454
"Like 1-2 months later... I saw that Whipped Cream video, recognized the DC metro and was like hold hell on. I Shazamed that shit so fast and was like BITCH",1203170011394838529,2019-12-07 04:30:59,Twitter for iPhone,1,0,0.0
"The DC Metro: 

Bringing Sinister Undertones to Architectural Excellence Since 1976 https://t.co/YU06vb0nMB",1203164450339139584,2019-12-07 04:08:53,Twitter for iPhone,12,0,-0.5
"As is tradition, I forgot to bring my metro card with me to DC and look forward to expanding my endless collection yet again.",1203162356790046720,2019-12-07 04:00:34,Twitter for Android,14,0,-0.125
happy to report that the dc metro has rodents on the tracks too but they’re mice instead of rats. everything really is bigger in NYC babbbieeeeee,1203153293519867904,2019-12-07 03:24:33,Twitter for iPhone,2,0,0.4
@monsone87 @andrewamerica @chuck756 @Thefooze @GrahamAllen_1 @AOC Yes next to Reagan airport in the DC metro.  They are spreading jobs out all over and NY loses.,1203146935919620098,2019-12-07 02:59:17,Twitter for iPhone,3,0,-0.15
Look for carrier hotels and anywhere all these carriers ‘handshake’@near the metro DC areas. new ya a friend. No idea if he’s a white hat but he always seemed nice. He invented carrier hotels. Just using to illustrate the value ...  https://t.co/BbCkfJFIWV,1203143682779688960,2019-12-07 02:46:21,Twitter for iPad,0,0,0.24545454545454545
"https://t.co/uiCrd8M4wX 
https://t.co/GuxN2KZEX8
https://t.co/ZcbusCID1w
https://t.co/tHdP2zUDpL",1203143680481206272,2019-12-07 02:46:21,Twitter for iPad,0,0,0.0
"@A320Lga @donoteat1 What about the suburban/metro hybrids (BART, DC Metro, etc.)
From what I remember riding BART even between SF stops it still got pretty fast",1203133817806041088,2019-12-07 02:07:09,Twitter Web App,1,0,0.15
"@christianllamar Was in the metro station in DC today visiting and EW has people working the stations wearing ""ask me about EW"" t-shirts and carrying clip boards. #nope",1203131961751019526,2019-12-07 01:59:47,Twitter for Android,2,1,0.0
"Walked off the metro in DC, and boom, saw this #UFCDC #AL3TheArenaRocker @ Metro Center station https://t.co/RH6vRSofn1",1203131782322905088,2019-12-07 01:59:04,Instagram,0,0,-0.1
"I'm at Mt Vernon Sq 7th St-Convention Center Metro Station in Washington, DC https://t.co/jT9phHsSZy https://t.co/Cc49c8Xhxy",1203130088239357952,2019-12-07 01:52:20,Foursquare,0,0,-0.1
"I'm at Gallery Place - Chinatown Metro Station - @metrorailinfo in Washington, DC https://t.co/Cioj76A1MI https://t.co/YOV5EPma4N",1203129918051307521,2019-12-07 01:51:40,Foursquare,0,0,0.0
I fucking hate the DC metro,1203128972726489089,2019-12-07 01:47:54,Twitter for Android,0,0,-0.8
The metro system in DC is a disgrace to any kind of business at all,1203127204521168898,2019-12-07 01:40:53,Twitter for Android,4,0,0.6
14th Rhode Island squad  💞 Loving how welcoming and close DC metro fam is 💞 Love working with each one of them everyday and building together 💞 We are ready to rock out the end of the year and 2020✨ https://t.co/677SWjQjo9,1203124446149693440,2019-12-07 01:29:55,Twitter for iPhone,11,3,0.275
"after being bounced around three companies over an issue with my metro card, i am stomping around DC running errands while emitting STRONG Laura Dern “can i speak to your manager” white woman realness, i am best left ALONE for the next 3 HOURS.",1203117214116843520,2019-12-07 01:01:11,Twitter for iPhone,5,1,0.2866666666666667
@mdc_dsa Metro DC DSA:  Nice Democracy you have there.  We'll take it and shut it down.,1203115547748995072,2019-12-07 00:54:34,Twitter Web App,0,0,0.2222222222222222
"Tonight I made it from downtown DC, metroed across the river to Pentagon City mall, picked up my laptop from the Apple store, back across the river to Brookland metro stop to catch the bus and walk home in just over an hour and a half. Public transit is great when it’s working",1203109691628363777,2019-12-07 00:31:17,Twitter for iPhone,66,0,0.15833333333333335
"Sunflower seeds left by some trifling inner-city rat children on the underground weed line (aka The DC Metro Greenline, aka the Underground Railroad) I swear🤦🏽‍♂️ some people just don’t deserve to __________&lt;——you fill in the motherfuckin’ blank. #dcmetro #greenline",1203108393986207744,2019-12-07 00:26:08,Twitter for iPhone,0,0,0.0
"Bartender - Washington Marriott at Metro Center (17001XBN) - #Washington , DC (https://t.co/KIVnAPjHqK) Get Bartending Jobs",1203101897961418752,2019-12-07 00:00:19,GetAllJobs,0,0,-0.1
@HunterWhite_MB @BSUPimp I was there - V-Tech fans were pretty quiet on the Metro ride back to DC after the game!,1203087348679860224,2019-12-06 23:02:30,Twitter Web App,2,0,-0.037500000000000006
Have you been to the #DC Women in #Agile meetup? The next one is less than two weeks: https://t.co/X62dj2W31g,1203082952705486848,2019-12-06 22:45:02,Tech Events Network - DC,1,1,0.11111111111111112
"Really pleasant experience on @wmata (red line) today. Dude very audibly and constantly gathering  phlegm up his throat and spitting it on the metro floor, twice while just standing waiting for the doors to open. Stay classy, DC! @unsuckdcmetro",1203082327284428800,2019-12-06 22:42:33,Twitter Web App,5,2,0.17222222222222225
WMATA Floats a New Blue Line with a Georgetown Metro Stop. https://t.co/tZ9qTa4Pf7 https://t.co/UPksUZMwvX,1203081432165257222,2019-12-06 22:39:00,TweetDeck,0,0,0.06818181818181818
The Citadel dominated Federal Triangle metro station in Washington DC to increase awareness and enrollment for the South Carolina based military college #OOH #WeGetYou https://t.co/4L6UZEsyPa,1203079593302904833,2019-12-06 22:31:41,Twitter for iPhone,0,0,-0.1
"@zarchasmpgmr @diddykang @sbisson @sundhaug92 @DrCuriosity @havochaos @philosophene @907tothe703 @oclsc @micheinnz @6502_ftw @gm_palmer @LockpickExtreme @browofjustice @TyreJim @yortw @TheRealProcyon @n1vux @ComradeEevee @q_aurelius @Wintermute21 @stuartayeates @scotthassler @dvdfreitag @PanamStyle @marabou @JJCelery @intunedin @callum90ish @IanColdwater @MelanieLybarger @claidham @brouhaha @noghiri @xandersherry @kitzfuhel @alinelernerLLC @Kensan42 @scarynetworkguy @bynkii @bertjwregeer @mactavish @TIWaggoner @Hypnogogix @mordzuber @blowdart @drahcir_rahl @Cjw450Cathy @ketaminh @Paxxi At least for Las Vegas, it seems to work. I was able to buy a ticket on my phone and use it as my pass. You can't do that on the DC metro!",1203075883092733953,2019-12-06 22:16:57,Twitter for Android,0,0,0.1
DC Metro Manager #Whistleblower Suit Over Safety Reports Fails https://t.co/t0OgyPIkx2,1203074785527443457,2019-12-06 22:12:35,Twitter Web Client,0,1,-0.5
The DC Metro system has a remarkable aesthetic. There's no advertising covering up any of this gorgeous concrete https://t.co/ssCeuWODfv,1203073996503302144,2019-12-06 22:09:27,Twitter for iPhone,3,0,0.5333333333333333
"Bundle up the #family &amp; check out all the #holiday fun this #weekend, #DC! #HolidayMarkets kick off around the city, the Holiday #BoatParade cruises into the #Pier, #TheIllusionists bring magic to #NationalTheater and more! #markets #boat #magic #parade

https://t.co/Rqg7xCvThr",1203071825409970177,2019-12-06 22:00:49,Hootsuite Inc.,0,0,0.31
"Thinking about selling your home? Click for a quick estimate of your home's value.

Gregory Beeker, REALTOR (ABR®, CIPS, GRI, MRP, SRS)
DC Metro Homes By Greg https://t.co/hn6O20Ez7A https://t.co/BCAnWzZUOL",1203064192640655360,2019-12-06 21:30:30,Back At You Media,0,0,0.3333333333333333
DC Metro Police showing contempt for those who work on town. https://t.co/RV0t1WS6ga,1203064021961891841,2019-12-06 21:29:49,Twitter for Android,4,1,0.0
"@MLS_Buzz @jwl_15 I just saw United swag on the Metro literally 5 minutes ago.  I see someone in DC gear about every day.  It’s there, but it’s the fans, not the team’s outreach.",1203061634840891394,2019-12-06 21:20:20,Twitter for iPhone,2,0,0.0
@IsabelleAliciaa @brad_polumbo @DrewHolden360 There is nothing that will ever prevent the existence of creepy people on the DC metro,1203056587591553024,2019-12-06 21:00:16,Twitter for iPhone,3,0,-0.5
@Kossuel me @ people who visit the DC metro,1203052621273190400,2019-12-06 20:44:31,TweetDeck,2,0,0.0
"Hasta que vi el DC, sentí que el topi me había crecido 1 metro.-
pd: La del Rey de Copas le queda mejor.- https://t.co/nGmySBxhsd",1203050537308082176,2019-12-06 20:36:14,Twitter Web App,896,17,0.0
To say I’m proud of @astasiamyler would be an understatement. Congrats on your graduation from the metro police academy in DC!  @bo_knows6 made the trip... both 2019 NE-10 All-Conference PEOPLE!! 🥎  #softballfamily #smalltowngirltobigcitywoman https://t.co/ivp6dF4IGY,1203045807206871040,2019-12-06 20:17:26,Twitter for iPhone,12,2,0.8
@Hal4 DC metro?,1203044899219742731,2019-12-06 20:13:50,Twitter for Android,0,0,0.0
"DC’s green transportation plans are woefully inadequate. We’re not doing anything close to what is needed to create meaningful, sustained increases in walk share, bikeshare, bus share, or metro share. To meet the climate crisis, we need to be talking about drastic changes now.",1203041378554535949,2019-12-06 19:59:50,Twitter for iPhone,2,1,0.15
@METRO_CC_Russia здравствуйте! Есть вопросы по работе приложения.,1203040306574303233,2019-12-06 19:55:35,Twitter for iPhone,0,0,0.0
"Today your Metro DC team took time from the hustle of 2020 planning and year-end giving to celebrate the Holidays by make gingerbread houses and watching Christmas movies (Elf, anyone?)🎄We wish you and your loved… https://t.co/f4vdltGS3R",1203035483217055747,2019-12-06 19:36:25,Instagram,1,0,0.7
Do you think in this wacky world that some other bird-watching enthusiast has made a bird guide of the DC metro lines? So I can birdwatcher on my commute? Also how old am I?,1203033087074021376,2019-12-06 19:26:53,Twitter for iPhone,1,0,0.15833333333333333
"@RandallCRP216 If you're in a cab or Lyft/Uber, you might want to get out and walk to a Metro station. The climate change protests can last a long time. 
https://t.co/toWsX48GGU",1203032976021475329,2019-12-06 19:26:27,Twitter Web App,1,0,-0.025
Underground @wmata @wmataRAC @HakunaWMATA @wmatastuff @Metrorailinfo @unsuckdcmetro @MetroReasons @IsMetroOnFire @metroheroalerts #wmata #metro #dc #publictransportation #transportation #trains #train #metrotrain #travel #tourism #city #washingtondc #downtown #underground #tunnel https://t.co/JPVIdD2MOi,1203031534476963840,2019-12-06 19:20:43,Twitter Web App,8,0,0.0
"Imagine direct passenger flights between #Toronto's @BBishopAirport and College Park Airport near #UMD, then walking across the street to catch the #wmata Metro to downtown DC. With a few tweaks, this could be a reality! #navgeek #aviation #turboprop
https://t.co/fBTJwQ6yy5 https://t.co/6EUCCyl989",1203031083400531968,2019-12-06 19:18:56,Twitter Web App,1,0,0.0
@ambernoelle My encounters w/ DC more than anything remind me of a pod people city. I was sitting on the metro in jeans at noon on a workday and everyone else there was wearing the same gray suit and staring at me like they were about to do the Donald Sutherland call.,1203027339438747648,2019-12-06 19:04:03,Twitter Web App,2,0,0.25
"Call for Meeting &amp; Event Space, We Need Your Help! The AFP Washington Metro Chapter is asking you, as a member, to consider hosting one of the AFP-DC 2020 programs at your organization.  Click here for details: https://t.co/nfwBByHzlp",1203018495786725377,2019-12-06 18:28:55,Twitter Web App,1,1,0.0
@LabLerit Somewhere buried in my stuff still in the US is my DC metro card from back in the day (circa ‘11).. I wonder if it still works..,1203016896397922308,2019-12-06 18:22:33,Twitter for iPhone,1,0,0.0
"@MarkZuckerman His regular season was quite remarkable. His postseason made him DC Metro legend. If they can manage his playing time the same way, he will again be a valuable contributor.",1203016482654969858,2019-12-06 18:20:55,Twitter Web App,0,0,0.25
"@oclsc @compuguy @sbisson @gm_palmer @sundhaug92 @DrCuriosity @havochaos @philosophene @907tothe703 @micheinnz @6502_ftw @diddykang @LockpickExtreme @browofjustice @TyreJim @yortw @TheRealProcyon @n1vux @ComradeEevee @q_aurelius @Wintermute21 @stuartayeates @scotthassler @dvdfreitag @PanamStyle @marabou @JJCelery @intunedin @callum90ish @IanColdwater @MelanieLybarger @claidham @brouhaha @noghiri @xandersherry @kitzfuhel @alinelernerLLC @Kensan42 @scarynetworkguy @bynkii @bertjwregeer @mactavish @TIWaggoner @Hypnogogix @mordzuber @blowdart @drahcir_rahl @Cjw450Cathy @ketaminh @Paxxi Métro is the way to go unless it’s on fire. 

I’ve driven in DC. So much fun.",1203016481396551680,2019-12-06 18:20:54,Twitter for iPhone,1,0,0.3
"If this ever happen when I'm on DC metro, I will gladly beat the fuck outta the this person and toss him into the incoming train https://t.co/vMIt39sqNL",1203016296658620416,2019-12-06 18:20:10,Twitter for iPhone,2,0,0.04999999999999999
"@ThugnastyMMA My wife is stationed up here in DC Metro we'll be there tomorrow with our Arkansas flag.

Lets go!",1203013823327875073,2019-12-06 18:10:21,Twitter Web App,5,0,0.0
"@Heliopolis03 Y en ambos casos, el poderoso DC fue quien manejó los asuntos con Odebrecht para las obras del metro y ferrocarril de Guarenas Guatire.

Cuando fue gobernador, todavía habían conexiones con Odebrecht.

Cuando gana Capriles y hacen auditorías, ¡Puff! Incendian la Contraloría",1203010490672267264,2019-12-06 17:57:06,Twitter for Android,1,0,0.0
"@Chopt love you guys, but you are way understaffed at the Metro Center DC shop.",1203010192100790272,2019-12-06 17:55:55,Twitter for iPhone,0,0,0.2
"Want to know the latest ways the @USPS can help DC-area small business grow? You're invited to ""The Business Mingle,"" a free info/networking event hosted by the Washington Metro Postal Customer Council on Dec. 11. Register by Dec. 9. Info at https://t.co/RT3QPscmxR https://t.co/X4Ne13oCmm",1203009000679333888,2019-12-06 17:51:11,Twitter Web Client,1,0,0.21666666666666667
A few weeks ago we celebrated Sue Miller’s 35 years of dedication and service at the Congressional Country Club. It was also a great opportunity to get to know our Greater DC Metro clients. Congratulations Sue! See the full gallery from the event: https://t.co/QxHT3JTxin https://t.co/lEVfLfLEpB,1203006622479585280,2019-12-06 17:41:44,Twitter Web App,0,0,0.36
